ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13202560,JG413542,09/06/2023 02:30:00 AM,009XX E GRAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,false,true,1834,018,42,8,02,1182641,1904157,2023,09/14/2023 03:43:09 PM,41.89221925,-87.604682647,"(41.89221925, -87.604682647)"
13208223,JG421078,09/05/2023 10:10:00 PM,007XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1232,012,34,28,14,1171256,1899328,2023,09/14/2023 03:41:59 PM,41.879225851,-87.646636417,"(41.879225851, -87.646636417)"
13202305,JG414339,09/06/2023 10:30:00 PM,0000X E GARFIELD BLVD,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,true,false,0225,002,3,40,03,1177792,1868568,2023,03/09/2025 03:40:42 PM,41.794672085,-87.623570871,"(41.794672085, -87.623570871)"
13201893,JG413900,09/06/2023 05:00:00 PM,017XX E 95TH ST,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,OTHER (SPECIFY),false,true,0431,004,7,51,11,1189409,1842324,2023,10/24/2023 03:40:34 PM,41.722385161,-87.581812836,"(41.722385161, -87.581812836)"
13203282,JG415527,09/06/2023 02:30:00 PM,063XX N RICHMOND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,2413,024,50,2,11,1155528,1941895,2023,09/14/2023 03:43:09 PM,41.996363572,-87.703238225,"(41.996363572, -87.703238225)"
13202682,JG414798,09/06/2023 09:30:00 AM,057XX S CICERO AVE,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,false,false,0813,008,13,56,06,1145654,1866253,2023,09/14/2023 03:43:09 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
13201949,JG414006,09/06/2023 06:09:00 PM,039XX S ARCHER AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0921,009,12,58,03,1159467,1878573,2023,09/14/2023 03:43:09 PM,41.8225226,-87.690494093,"(41.8225226, -87.690494093)"
13201806,JG413749,09/06/2023 02:49:00 PM,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,true,false,1834,018,42,8,06,1176796,1903917,2023,09/14/2023 03:43:09 PM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
13202226,JG414303,09/06/2023 10:23:00 PM,024XX S FEDERAL ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0131,001,3,34,04A,1176083,1888296,2023,09/14/2023 03:43:09 PM,41.848845969,-87.629244886,"(41.848845969, -87.629244886)"
13201382,JG413209,09/06/2023 01:00:00 AM,085XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,0632,006,8,44,08B,1183715,1848531,2023,09/14/2023 03:43:09 PM,41.739552385,-87.602475891,"(41.739552385, -87.602475891)"
13208522,JG421639,08/12/2023 12:01:00 AM,047XX S SEELEY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0931,009,15,61,11,1163492,1873192,2023,09/14/2023 03:41:59 PM,41.807672926,-87.675879062,"(41.807672926, -87.675879062)"
13208245,JG421263,08/14/2023 04:03:00 AM,069XX N ASHLAND BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),false,false,2431,024,49,1,11,1164533,1945811,2023,09/14/2023 03:41:59 PM,42.006922562,-87.670001247,"(42.006922562, -87.670001247)"
13202408,JG414344,09/06/2023 11:54:00 PM,011XX W LOYOLA AVE,0560,ASSAULT,SIMPLE,ALLEY,false,true,2432,024,49,1,08A,1167457,1943877,2023,09/14/2023 03:43:09 PM,42.001552964,-87.659299433,"(42.001552964, -87.659299433)"
13201506,JG413345,09/06/2023 08:03:00 AM,045XX S DREXEL BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0221,002,4,39,07,1182954,1875137,2023,09/14/2023 03:43:09 PM,41.812579436,-87.604437824,"(41.812579436, -87.604437824)"
13202171,JG414143,09/06/2023 07:48:00 PM,082XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0424,004,7,46,14,1198250,1850974,2023,09/14/2023 03:43:09 PM,41.745905086,-87.549141439,"(41.745905086, -87.549141439)"
13203504,JG415585,09/06/2023 10:15:00 PM,061XX S KEDZIE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0823,008,14,66,03,1156105,1863802,2023,09/14/2023 03:43:09 PM,41.78205732,-87.70322518,"(41.78205732, -87.70322518)"
13202921,JG414279,09/06/2023 10:17:00 PM,106XX S AVENUE F,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0432,004,10,52,08B,1203499,1835102,2023,09/14/2023 03:43:09 PM,41.702218321,-87.530450967,"(41.702218321, -87.530450967)"
13208057,JG421044,08/31/2023 05:45:00 PM,002XX E 95TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",VEHICLE - COMMERCIAL,false,false,0511,005,9,49,11,1179729,1842043,2023,09/14/2023 03:41:59 PM,41.721840482,-87.617277592,"(41.721840482, -87.617277592)"
13202519,JG414283,09/06/2023 09:58:00 PM,011XX N SPAULDING AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,APARTMENT,false,false,1121,011,26,23,24,1154102,1907362,2023,09/14/2023 03:43:09 PM,41.901631293,-87.709408616,"(41.901631293, -87.709408616)"
13202759,JG414772,09/06/2023 04:00:00 PM,021XX E 87TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,0412,004,8,45,08A,1191768,1847705,2023,09/14/2023 03:43:09 PM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
13203131,JG415359,09/06/2023 11:19:00 AM,055XX W MELROSE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1633,016,30,15,26,1138906,1921060,2023,09/14/2023 03:43:09 PM,41.939509837,-87.764892445,"(41.939509837, -87.764892445)"
13202506,JG414474,09/07/2023 12:00:00 AM,092XX S BLACKSTONE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0413,004,8,48,07,1187727,1844091,2023,09/14/2023 03:43:09 PM,41.727274127,-87.587917642,"(41.727274127, -87.587917642)"
13208159,JG421313,08/23/2023 03:00:00 PM,010XX S OAKLEY BLVD,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1225,012,28,28,06,1161208,1895339,2023,09/14/2023 03:41:59 PM,41.868494355,-87.683641769,"(41.868494355, -87.683641769)"
13202165,JG414142,09/06/2023 07:48:00 PM,082XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0424,004,7,46,08B,1198250,1850974,2023,09/14/2023 03:43:09 PM,41.745905086,-87.549141439,"(41.745905086, -87.549141439)"
13202045,JG414152,09/06/2023 04:50:00 PM,031XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1222,012,28,27,06,1155397,1899849,2023,09/14/2023 03:43:09 PM,41.880988964,-87.704854042,"(41.880988964, -87.704854042)"
13201887,JG413685,09/06/2023 03:07:00 PM,052XX N WESTERN AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,false,false,2012,020,40,4,26,1159408,1934616,2023,09/14/2023 03:43:09 PM,41.976310466,-87.689166788,"(41.976310466, -87.689166788)"
13202910,JG415061,09/06/2023 05:30:00 PM,053XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),false,false,0231,002,3,40,07,1178508,1869568,2023,09/14/2023 03:43:09 PM,41.797399927,-87.620914942,"(41.797399927, -87.620914942)"
13210088,JG423627,08/31/2023 12:00:00 PM,023XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,false,false,1225,012,27,28,11,1160870,1898642,2023,09/16/2023 03:41:56 PM,41.877565108,-87.68479102,"(41.877565108, -87.68479102)"
13203412,JG415087,09/06/2023 09:00:00 PM,033XX W ARTHINGTON ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,false,true,1134,011,24,29,04A,1154345,1895847,2023,09/14/2023 03:43:09 PM,41.870028132,-87.708823855,"(41.870028132, -87.708823855)"
13208466,JG421542,08/20/2023 02:00:00 AM,103XX S DOTY AVE E,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0434,004,10,51,07,1189757,1836996,2023,09/14/2023 03:41:59 PM,41.707756212,-87.580708771,"(41.707756212, -87.580708771)"
13202146,JG413963,09/06/2023 05:29:00 PM,012XX W 86TH ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0613,006,17,71,05,1169386,1847750,2023,09/14/2023 03:43:09 PM,41.737731152,-87.654997489,"(41.737731152, -87.654997489)"
13206811,JG419693,09/06/2023 07:00:00 AM,095XX S CALHOUN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,0431,004,7,51,06,1194726,1841933,2023,09/14/2023 03:43:09 PM,41.721183199,-87.56235057,"(41.721183199, -87.56235057)"
13201689,JG413578,09/06/2023 01:01:00 PM,042XX W THOMAS ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,1111,011,37,23,03,1148012,1907000,2023,09/14/2023 03:43:09 PM,41.90075729,-87.731787389,"(41.90075729, -87.731787389)"
13204269,JG416690,09/06/2023 03:00:00 AM,100XX S LOWE AVE,0810,THEFT,OVER $500,STREET,false,false,2232,022,9,73,06,1173741,1838339,2023,09/14/2023 03:43:09 PM,41.711810762,-87.639319919,"(41.711810762, -87.639319919)"
13202300,JG414311,09/06/2023 11:00:00 PM,012XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0131,001,34,33,07,1176963,1894850,2023,09/14/2023 03:43:09 PM,41.866810739,-87.625817031,"(41.866810739, -87.625817031)"
13201132,JG412939,09/06/2023 12:22:00 AM,023XX N KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,false,true,2525,025,35,20,08B,1148328,1915262,2023,09/14/2023 03:43:09 PM,41.923422944,-87.730413365,"(41.923422944, -87.730413365)"
13201785,JG413705,09/06/2023 02:51:00 PM,055XX S MAPLEWOOD AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,0824,008,15,63,08B,1160312,1867892,2023,09/14/2023 03:43:09 PM,41.793195202,-87.687688498,"(41.793195202, -87.687688498)"
13202277,JG413065,09/06/2023 04:30:00 AM,014XX S SPRINGFIELD AVE,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,false,true,1011,010,24,29,04B,1150613,1892785,2023,09/14/2023 03:43:09 PM,41.861699337,-87.722605232,"(41.861699337, -87.722605232)"
13201312,JG413178,09/06/2023 08:40:00 AM,028XX W DIVISION ST,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,1211,012,26,24,06,1157398,1907857,2023,09/14/2023 03:43:09 PM,41.902923197,-87.697288509,"(41.902923197, -87.697288509)"
13202221,JG414092,09/06/2023 05:12:00 PM,024XX W POTOMAC AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,1423,014,26,24,06,1159989,1908574,2023,09/14/2023 03:43:09 PM,41.904837592,-87.687751444,"(41.904837592, -87.687751444)"
13201736,JG413766,09/06/2023 02:25:00 PM,038XX W 81ST PL,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,0834,008,18,70,08A,1152277,1850267,2023,09/14/2023 03:43:09 PM,41.744991196,-87.717614993,"(41.744991196, -87.717614993)"
13203684,JG414763,09/06/2023 08:00:00 PM,027XX W DEVON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2412,024,50,2,07,1156740,1942345,2023,09/14/2023 03:43:09 PM,41.997573831,-87.698767532,"(41.997573831, -87.698767532)"
13201660,JG413504,09/06/2023 12:36:00 PM,074XX S ASHLAND AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,WAREHOUSE,false,false,0735,007,17,67,04A,1166969,1855475,2023,09/14/2023 03:43:09 PM,41.75898158,-87.663632474,"(41.75898158, -87.663632474)"
13208431,JG421364,09/02/2023 09:00:00 AM,020XX W ESTES AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,false,false,2424,024,49,1,11,1161317,1947375,2023,09/14/2023 03:41:59 PM,42.011281985,-87.681789636,"(42.011281985, -87.681789636)"
13204079,JG416361,09/06/2023 04:13:00 PM,069XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0832,008,16,66,14,1161574,1858541,2023,09/14/2023 03:43:09 PM,41.767508679,-87.683320046,"(41.767508679, -87.683320046)"
13202339,JG414302,09/06/2023 10:30:00 PM,010XX N LARAMIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1531,015,37,25,14,1141503,1906453,2023,09/14/2023 03:43:09 PM,41.899379012,-87.755709189,"(41.899379012, -87.755709189)"
13202793,JG414928,09/06/2023 09:00:00 PM,006XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1122,011,27,23,08B,1152270,1904012,2023,09/14/2023 03:43:09 PM,41.892474929,-87.71622631,"(41.892474929, -87.71622631)"
13208306,JG421352,08/24/2023 07:45:00 PM,015XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1424,014,1,24,06,1162780,1910414,2023,09/14/2023 03:41:59 PM,41.90982859,-87.677447594,"(41.90982859, -87.677447594)"
13201560,JG413320,09/06/2023 10:13:00 AM,055XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0713,007,16,67,14,1168606,1867922,2023,09/14/2023 03:43:09 PM,41.793102569,-87.65727433,"(41.793102569, -87.65727433)"
13202170,JG414216,09/06/2023 09:25:00 PM,079XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,0611,006,17,71,26,1167051,1852159,2023,09/14/2023 03:43:09 PM,41.749880266,-87.663426578,"(41.749880266, -87.663426578)"
13202613,JG414665,09/07/2023 12:00:00 AM,0000X S LOTUS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),true,false,1522,015,29,25,15,1139888,1899379,2023,09/14/2023 03:43:09 PM,41.879996761,-87.761814204,"(41.879996761, -87.761814204)"
13201956,JG413720,09/06/2023 02:15:00 PM,053XX S BISHOP ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),false,true,0934,009,16,61,04A,1167574,1869311,2023,09/14/2023 03:43:09 PM,41.796936356,-87.661018732,"(41.796936356, -87.661018732)"
13208557,JG421479,09/01/2023 10:00:00 AM,065XX S NORMAL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0722,007,6,68,14,1174224,1861353,2023,09/14/2023 03:41:59 PM,41.774953436,-87.636868902,"(41.774953436, -87.636868902)"
13202711,JG414850,09/06/2023 10:00:00 PM,065XX N CALIFORNIA AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2412,024,50,2,07,1156475,1943324,2023,09/14/2023 03:43:09 PM,42.000265632,-87.699715722,"(42.000265632, -87.699715722)"
13201612,JG413359,09/06/2023 10:30:00 AM,047XX N MELVINA AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1622,016,41,15,08A,1134197,1931062,2023,09/14/2023 03:43:09 PM,41.967040741,-87.781963169,"(41.967040741, -87.781963169)"
13201888,JG413924,09/06/2023 04:35:00 PM,010XX W WILSON AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,false,false,1914,019,46,3,04B,1168561,1930719,2023,09/14/2023 03:43:09 PM,41.965423179,-87.655621013,"(41.965423179, -87.655621013)"
13202192,JG414255,09/06/2023 08:20:00 PM,111XX S BELL AVE,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,APARTMENT,false,false,2212,022,19,75,24,1163375,1830798,2023,09/14/2023 03:43:09 PM,41.691339972,-87.677493383,"(41.691339972, -87.677493383)"
13201444,JG413221,09/06/2023 08:30:00 AM,048XX W WRIGHTWOOD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,2521,025,31,19,04A,1143786,1916862,2023,09/14/2023 03:43:09 PM,41.927899924,-87.747062318,"(41.927899924, -87.747062318)"
13203164,JG415352,09/06/2023 10:15:00 PM,008XX E 63RD ST,031A,ROBBERY,ARMED - HANDGUN,STREET,false,false,0313,003,20,42,03,1182734,1863414,2023,09/14/2023 03:43:09 PM,41.780415657,-87.605608794,"(41.780415657, -87.605608794)"
13201794,JG413734,09/06/2023 02:30:00 PM,042XX W MONROE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1115,011,28,26,14,1148054,1899322,2023,09/14/2023 03:43:09 PM,41.87968721,-87.731830814,"(41.87968721, -87.731830814)"
13203004,JG415117,09/06/2023 03:00:00 PM,048XX W KAMERLING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,2533,025,37,25,14,1143794,1908542,2023,09/14/2023 03:43:09 PM,41.905068825,-87.747241853,"(41.905068825, -87.747241853)"
13202629,JG414750,09/06/2023 07:00:00 PM,005XX E 33RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0211,002,4,35,14,1180360,1883173,2023,09/14/2023 03:43:09 PM,41.834690813,-87.613705645,"(41.834690813, -87.613705645)"
13206117,JG418556,09/06/2023 05:00:00 AM,055XX W LAKE ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1523,015,37,25,02,1139343,1902197,2023,09/14/2023 03:43:09 PM,41.887739656,-87.763746728,"(41.887739656, -87.763746728)"
13202931,JG414680,09/06/2023 06:00:00 PM,048XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0222,002,4,39,14,1186953,1873098,2023,09/14/2023 03:43:09 PM,41.806890268,-87.589834384,"(41.806890268, -87.589834384)"
13205201,JG417634,09/06/2023 02:19:00 PM,0000X E 11TH ST,0820,THEFT,$500 AND UNDER,ALLEY,false,false,0123,001,4,32,06,1176612,1895734,2023,09/14/2023 03:43:09 PM,41.869244422,-87.62707888,"(41.869244422, -87.62707888)"
13202714,JG414610,09/06/2023 09:00:00 PM,035XX N NEENAH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1632,016,38,17,07,1132077,1922909,2023,09/14/2023 03:43:09 PM,41.944705219,-87.789948362,"(41.944705219, -87.789948362)"
13203670,JG415858,09/06/2023 03:00:00 PM,007XX W MELROSE ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,false,false,1925,019,44,6,07,1170800,1921867,2023,09/14/2023 03:43:09 PM,41.9410841,-87.647649169,"(41.9410841, -87.647649169)"
13203096,JG415303,09/06/2023 09:00:00 PM,016XX W JULIAN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1433,014,1,24,07,1165217,1909893,2023,09/14/2023 03:43:09 PM,41.908347446,-87.668509926,"(41.908347446, -87.668509926)"
13201853,JG413908,09/06/2023 04:00:00 PM,014XX N CLAREMONT AVE,0810,THEFT,OVER $500,STREET,false,false,1424,014,1,24,06,1160479,1909519,2023,09/14/2023 03:43:09 PM,41.907420613,-87.685925328,"(41.907420613, -87.685925328)"
13201505,JG413382,09/06/2023 11:10:00 AM,116XX S MARSHFIELD AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2234,022,21,75,06,1167467,1827551,2023,09/14/2023 03:43:09 PM,41.682343181,-87.662604657,"(41.682343181, -87.662604657)"
13204446,JG415032,09/06/2023 12:30:00 AM,012XX W MONTROSE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,1913,019,46,3,06,1166978,1929347,2023,09/14/2023 03:43:09 PM,41.961692571,-87.661480876,"(41.961692571, -87.661480876)"
13208114,JG421208,04/09/2023 12:00:00 AM,007XX W DIVERSEY PKWY,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1934,019,44,6,06,1170960,1918833,2023,09/14/2023 03:41:59 PM,41.932755165,-87.647150367,"(41.932755165, -87.647150367)"
13202286,JG414292,09/06/2023 09:30:00 PM,003XX W 77TH ST,0460,BATTERY,SIMPLE,ALLEY,false,false,0623,006,17,69,08B,1175176,1853886,2023,09/14/2023 03:43:09 PM,41.754441912,-87.633601696,"(41.754441912, -87.633601696)"
13206378,JG418524,09/06/2023 11:30:00 AM,003XX E 60th St,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,0232,002,20,40,06,1179736,1865310,2023,09/14/2023 03:43:09 PM,41.785687563,-87.616541923,"(41.785687563, -87.616541923)"
13202896,JG414970,09/07/2023 12:00:00 AM,040XX W 26TH ST,0560,ASSAULT,SIMPLE,DRUG STORE,false,false,1031,010,22,30,08A,1150021,1886423,2023,09/14/2023 03:43:09 PM,41.844252757,-87.724943845,"(41.844252757, -87.724943845)"
13206954,JG419891,09/06/2023 02:00:00 AM,018XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,false,false,1434,014,32,22,06,1161402,1912292,2023,09/14/2023 03:43:09 PM,41.915010762,-87.682457437,"(41.915010762, -87.682457437)"
13202507,JG414537,09/06/2023 04:30:00 PM,048XX S DORCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0222,002,4,39,14,1186381,1873151,2023,09/14/2023 03:43:09 PM,41.807049263,-87.591930589,"(41.807049263, -87.591930589)"
13201751,JG413719,09/06/2023 12:30:00 PM,134XX S BALTIMORE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0433,004,10,55,14,1199105,1816488,2023,09/14/2023 03:43:09 PM,41.651250849,-87.547162057,"(41.651250849, -87.547162057)"
13201149,JG412968,09/06/2023 12:56:00 AM,083XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0613,006,17,71,08B,1170440,1849414,2023,09/14/2023 03:43:09 PM,41.742274536,-87.651087579,"(41.742274536, -87.651087579)"
13201629,JG413587,09/06/2023 07:15:00 AM,020XX N SAWYER AVE,0810,THEFT,OVER $500,APARTMENT,false,false,1413,014,26,22,06,1154178,1913551,2023,09/14/2023 03:43:09 PM,41.918612938,-87.708963978,"(41.918612938, -87.708963978)"
13203314,JG415069,09/06/2023 03:36:00 PM,033XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1922,019,32,6,06,1165066,1922064,2023,09/14/2023 03:43:09 PM,41.941748603,-87.668718084,"(41.941748603, -87.668718084)"
13201254,JG413005,09/06/2023 03:07:00 AM,111XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0531,005,9,50,14,1182905,1831186,2023,09/14/2023 03:43:09 PM,41.691974413,-87.605980429,"(41.691974413, -87.605980429)"
13202807,JG414865,09/06/2023 03:00:00 PM,008XX E 103RD ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,false,false,0512,005,9,50,08B,1183988,1836860,2023,09/14/2023 03:43:09 PM,41.707519433,-87.601839023,"(41.707519433, -87.601839023)"
13203920,JG416051,09/06/2023 04:43:00 PM,010XX W WILSON AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,false,false,1914,019,46,3,04B,1168561,1930719,2023,09/14/2023 03:43:09 PM,41.965423179,-87.655621013,"(41.965423179, -87.655621013)"
13201641,JG413223,09/06/2023 08:58:00 AM,070XX S LOWE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0732,007,6,68,08A,1173185,1858173,2023,09/14/2023 03:43:09 PM,41.76625017,-87.640771585,"(41.76625017, -87.640771585)"
13201429,JG413151,09/06/2023 06:30:00 AM,041XX W FLETCHER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2523,025,31,21,07,1148093,1920619,2023,09/14/2023 03:43:09 PM,41.938127563,-87.731138599,"(41.938127563, -87.731138599)"
13201625,JG413419,09/06/2023 11:06:00 AM,008XX W 119TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CONVENIENCE STORE,false,false,0524,005,21,53,04A,1172868,1825938,2023,09/14/2023 03:43:09 PM,41.677799762,-87.642881123,"(41.677799762, -87.642881123)"
13202200,JG414163,09/06/2023 07:41:00 PM,051XX S INDIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0231,002,3,40,05,1178476,1870802,2023,09/14/2023 03:43:09 PM,41.800786864,-87.620994789,"(41.800786864, -87.620994789)"
13201907,JG413950,09/06/2023 05:00:00 PM,006XX N MAYFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1511,015,29,25,07,1137029,1903826,2023,09/14/2023 03:43:09 PM,41.892251677,-87.772205489,"(41.892251677, -87.772205489)"
13201526,JG413255,09/06/2023 09:23:00 AM,016XX E 69TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,0332,003,5,43,08B,1188480,1859563,2023,09/14/2023 03:43:09 PM,41.769712828,-87.584666196,"(41.769712828, -87.584666196)"
13201920,JG414012,09/06/2023 06:02:00 PM,003XX N CENTRAL AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1523,015,37,25,08B,1138983,1901704,2023,09/14/2023 03:43:09 PM,41.886393351,-87.765080772,"(41.886393351, -87.765080772)"
13201083,JG412935,09/06/2023 12:05:00 AM,048XX N WASHTENAW AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,ALLEY,false,false,2031,020,40,4,17,1157487,1932312,2023,09/14/2023 03:43:09 PM,41.970027594,-87.696294098,"(41.970027594, -87.696294098)"
13201982,JG414034,09/06/2023 06:11:00 PM,050XX W FOSTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1623,016,45,12,08B,1141924,1934111,2023,09/14/2023 03:43:09 PM,41.975267479,-87.753475707,"(41.975267479, -87.753475707)"
13204889,JG417235,09/06/2023 07:30:00 PM,040XX W LEXINGTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1132,011,24,26,07,1149630,1896473,2023,09/14/2023 03:43:09 PM,41.871838775,-87.726117926,"(41.871838775, -87.726117926)"
